datetime_utc,mgs_x_km,mgs_y_km,mgs_z_km,mgs_vx_km_s,mgs_vy_km_s,mgs_vz_km_s,mars_sun_x_km,mars_sun_y_km,mars_sun_z_km
1997-09-19T14:50:10.000,-5064.009738383989,6914.201291357524,-11711.183987107515,0.46828667011225183,1.036413476911407,-1.7897442134970656,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:50:20.000,-5059.3233289563805,6924.56058512178,-11729.073229526753,0.46899467364723135,1.0354456256859055,-1.78810485476851,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:50:30.000,-5054.6298557161645,6934.910210853564,-11746.94609587049,0.4696994356419476,1.03447986915836,-1.7864689963232139,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:50:40.000,-5049.929350988708,6945.250189462157,-11764.802621079447,0.47040097408233716,1.033516199794857,-1.784836625748564,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:50:50.000,-5045.221846920152,6955.580541781677,-11782.642839970507,0.47109930682822365,1.0325546100970078,-1.7832077306893344,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:00.000,-5040.507375478662,6965.9012885714355,-11800.466787237287,0.47179445161439615,1.031595092601755,-1.7815822988473704,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:10.000,-5035.78596845568,6976.21245051629,-11818.274497450702,0.4724864260516628,1.030637639881186,-1.7799603179813013,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:20.000,-5031.057657467152,6986.514048226994,-11836.066005059543,0.4731752476279041,1.0296822445423408,-1.7783417759062359,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:30.000,-5026.322473954759,6996.806102240545,-11853.841344391029,0.473860933709109,1.0287288992270236,-1.7767266604934726,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:40.000,-5021.580449187123,7007.088633020531,-11871.600549651372,0.4745435015404028,1.0277775966116114,-1.7751149596702092,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:51:50.000,-5016.831614261019,7017.3616609574765,-11889.343654926335,0.47522296824706806,1.0268283294068723,-1.7735066614192418,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:00.000,-5012.076000102563,7027.625206369184,-11907.070694181786,0.47589935083554996,1.0258810903577764,-1.7719017537786816,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:10.000,-5007.3136374683945,7037.8792895010765,-11924.781701264248,0.476572666194459,1.0249358722433073,-1.7703002248416588,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:20.000,-5002.544556946854,7048.123930526537,-11942.476709901452,0.4772429310955534,1.023992667876288,-1.7687020627560408,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:30.000,-4997.768788959143,7058.359149547245,-11960.155753702877,0.47791016219472077,1.0230514701031874,-1.7671072557241458,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:40.000,-4992.986363760483,7068.58496659351,-11977.818866160296,0.47857437603295144,1.0221122718039435,-1.7655157920024467,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:52:50.000,-4988.197311441251,7078.801401624611,-11995.46608064832,0.47923558903729024,1.0211750658917789,-1.7639276599013043,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:00.000,-4983.401661928124,7089.008474529121,-12013.09743042493,0.47989381752179455,1.0202398453130255,-1.7623428477846668,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:10.000,-4978.599444985196,7099.206205125243,-12030.712948632014,0.48054907768846855,1.01930660304694,-1.760761344069806,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:20.000,-4973.790690215099,7109.394613161138,-12048.312668295894,0.48120138562820053,1.0183753321055287,-1.7591831372270241,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:30.000,-4968.975427060107,7119.573718315248,-12065.896622327864,0.48185075732168203,1.017446025533369,-1.7576082157793835,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:40.000,-4964.153684803236,7129.743540196623,-12083.46484352471,0.4824972086403248,1.0165186764074332,-1.7560365683024246,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:53:50.000,-4959.325492569328,7139.904098345245,-12101.017364569236,0.4831407553471619,1.0155932778369139,-1.7544681834238962,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:00.000,-4954.490879326135,7150.055412232347,-12118.554218030777,0.4837814130977489,1.0146698229630482,-1.7529030498234726,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:10.000,-4949.649873885385,7160.197501260735,-12136.07543636573,0.48441919744104694,1.0137483049589426,-1.751341156232491,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:20.000,-4944.802504903849,7170.330384765105,-12153.581051918061,0.4850541238203044,1.0128287170294046,-1.749782491433672,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:30.000,-4939.948800884386,7180.454082012357,-12171.071096919819,0.4856862075739245,1.0119110524107682,-1.7482270442608563,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:40.000,-4935.088790176997,7190.568612201912,-12188.545603491642,0.4863154639363305,1.0109953043707238,-1.746674803598731,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:54:50.000,-4930.2225009798485,7200.673994466026,-12206.004603643274,0.48694190803881804,1.0100814662081496,-1.745125758382563,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:00.000,-4925.349961340312,7210.770247870096,-12223.44812927406,0.4875655549104001,1.009169531252938,-1.7435798975979377,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:10.000,-4920.471199155973,7220.857391412975,-12240.876212173453,0.4881864194786443,1.0082594928658333,-1.7420372102804913,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:20.000,-4915.586242175649,7230.935444027275,-12258.288884021507,0.48880451657050794,1.0073513444382616,-1.7404976855156378,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:30.000,-4910.695118000383,7241.004424579675,-12275.686176389385,0.48941986091314926,1.0064450793921682,-1.7389613124383265,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:40.000,-4905.797854084445,7251.064351871228,-12293.068120739841,0.4900324671347487,1.0055406911798477,-1.7374280802327688,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:55:50.000,-4900.894477736314,7261.115244637656,-12310.434748427719,0.49064234976531174,1.0046381732837824,-1.7358979781321824,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:00.000,-4895.985016119656,7271.157121549662,-12327.786090700436,0.4912495232374665,1.0037375192164761,-1.7343709954185371,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:10.000,-4891.069496254296,7281.19000121322,-12345.122178698475,0.49185400188725936,1.0028387225202957,-1.7328471214222865,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:20.000,-4886.147945017175,7291.213902169876,-12362.443043455864,0.49245579995493133,1.0019417767673087,-1.731326345522126,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:30.000,-4881.22038914331,7301.228842897046,-12379.748715900656,0.4930549315856974,1.0010466755591216,-1.7298086571447318,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:40.000,-4876.286855226737,7311.234841808308,-12397.039226855411,0.4936514108305132,1.0001534125267186,-1.7282940457645142,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:56:50.000,-4871.347369721451,7321.231917253697,-12414.314607037672,0.4942452516468371,0.999261981330307,-1.7267825009033595,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:00.000,-4866.401958942336,7331.220087519995,-12431.574887060435,0.49483646789938346,0.9983723756591525,-1.725274012130387,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:10.000,-4861.45064906609,7341.199370831022,-12448.820097432623,0.49542507336087005,0.9974845892314311,-1.723768569061693,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:20.000,-4856.49346613214,7351.169785347922,-12466.050268559555,0.49601108171275454,0.9965986157940642,-1.7222661613601156,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:30.000,-4851.530436043554,7361.131349169453,-12483.26543074341,0.4965945065459733,0.9957144491225688,-1.7207667787349716,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:40.000,-4846.561584567937,7371.08408033227,-12500.46561418369,0.49717536136165924,0.9948320830209006,-1.7192704109418324,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:57:50.000,-4841.586937338329,7381.027996811208,-12517.650848977686,0.49775365957186724,0.9939515113213017,-1.7177770477822638,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:00.000,-4836.6065198540955,7390.963116519568,-12534.821165120933,0.49832941450028234,0.9930727278841502,-1.7162866791035924,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:10.000,-4831.6203574818,7400.889457309391,-12551.976592507666,0.49890263938293006,0.9921957265978009,-1.7147992947986601,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:20.000,-4826.628475456083,7410.807036971744,-12569.117160931275,0.49947334736886784,0.9913205013784419,-1.7133148848055941,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:30.000,-4821.630898880526,7420.7158732369935,-12586.242900084757,0.5000415515208847,0.9904470461699403,-1.7118334391075574,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:40.000,-4816.627652728511,7430.615983775081,-12603.353839561165,0.5006072648161833,0.9895753549436948,-1.7103549477325184,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:58:50.000,-4811.618761844074,7440.507386195801,-12620.450008854054,0.5011705001470589,0.9887054216984862,-1.7088794007530181,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:00.000,-4806.604250942748,7450.390098049071,-12637.531437357928,0.5017312703215759,0.9878372404603316,-1.7074067882859265,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:10.000,-4801.584144612406,7460.264136825204,-12654.59815436868,0.5022895880642313,0.986970805282334,-1.7059371004922206,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:20.000,-4796.558467314088,7470.129519955181,-12671.650189084028,0.5028454660166181,0.9861061102445411,-1.7044703275767432,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:30.000,-4791.527243382834,7479.986264810916,-12688.687570603965,0.5033989167380769,0.9852431494537975,-1.703006459787981,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:40.000,-4786.490497028495,7489.8343887055225,-12705.710327931178,0.5039499527063475,0.9843819170435983,-1.7015454874178306,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T14:59:50.000,-4781.448252336553,7499.6739088935865,-12722.718489971494,0.5044985863182103,0.983522407173952,-1.7000874008013682,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:00.000,-4776.400533268922,7509.504842571422,-12739.712085534306,0.5050448298901233,0.9826646140312314,-1.6986321903166277,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:10.000,-4771.347363664752,7519.32720687734,-12756.691143332997,0.5055886956588515,0.9818085318280358,-1.6971798463843746,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:20.000,-4766.288767241222,7529.141018891908,-12773.655691985374,0.506130195782093,0.980954154803048,-1.6957303594678805,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:30.000,-4761.224767594323,7538.9462956382085,-12790.605760014087,0.5066693423390983,0.9801014772208965,-1.694283720072699,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:40.000,-4756.155388199647,7548.743054082101,-12807.541375847053,0.5072061473312822,0.9792504933720123,-1.6928399187464502,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:00:50.000,-4751.080652413158,7558.531311132477,-12824.462567817873,0.5077406226828362,0.9784011975724947,-1.691398946078587,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:01:00.000,-4746.000583471959,7568.311083641517,-12841.369364166252,0.5082727802413245,0.9775535841639712,-1.689960792700191,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:01:10.000,-4740.915204495061,7578.082388404946,-12858.261793038413,0.5088026317782858,0.976707647513458,-1.6885254492837454,5304314.930021906,198268347.24823567,90795578.2069394
