datetime_utc,et_seconds,station_id,station_name,mgs_x_km,mgs_y_km,mgs_z_km,mgs_vx_km_s,mgs_vy_km_s,mgs_vz_km_s,mars_sun_x_km,mars_sun_y_km,mars_sun_z_km,stat_earth_x_km,stat_earth_y_km,stat_earth_z_km,earth_sun_x_km,earth_sun_y_km,earth_sun_z_km
1997-09-19 04:09:30,-72085766.81759508,45,DSS-45,32287.846569026136,13918.893790876606,-24762.150421772454,-0.23516115970268192,-0.3642072906596706,0.630904589479487,-5292247.992719206,-198267577.45410332,-90795551.42820144,-4530.125885826707,-2562.5516111402676,-3675.5329607572658,149957358.87233078,-8895138.297468333,-3856105.6603154168
1997-09-19 04:09:30,-72085766.81759508,45,DSS-45,32287.846569026136,13918.893790876606,-24762.150421772454,-0.23516115970268192,-0.3642072906596706,0.630904589479487,-5292247.992719206,-198267577.45410332,-90795551.42820144,-4530.125885826707,-2562.5516111402676,-3675.5329607572658,149957358.87233078,-8895138.297468333,-3856105.6603154168
1997-09-19 04:10:30,-72085706.8175951,45,DSS-45,32273.705577806522,13897.027856116916,-24724.2721334646,-0.23620561800607384,-0.364657290341334,0.6317051846504673,-5290739.624458225,-198267481.18876678,-90795548.06205143,-4518.870037258773,-2582.351213256946,-3675.531205766472,149957445.41958058,-8893508.650322841,-3855399.0454173135
1997-09-19 04:10:30,-72085706.8175951,45,DSS-45,32273.705577806522,13897.027856116916,-24724.2721334646,-0.23620561800607384,-0.364657290341334,0.6317051846504673,-5290739.624458225,-198267481.18876678,-90795548.06205143,-4518.870037258773,-2582.351213256946,-3675.531205766472,149957445.41958058,-8893508.650322841,-3855399.0454173135
1997-09-19 04:11:30,-72085646.8175951,45,DSS-45,32259.501846324376,13875.13490536138,-24686.34577995975,-0.23725250353900545,-0.365107824008042,0.6325067630248243,-5289231.255953009,-198267384.9143035,-90795544.69172189,-4507.527668115908,-2602.1013786581047,-3675.529428961632,149957531.9458327,-8891879.001860632,-3854692.429957121
1997-09-19 04:11:30,-72085646.8175951,45,DSS-45,32259.501846324376,13875.13490536138,-24686.34577995975,-0.23725250353900545,-0.365107824008042,0.6325067630248243,-5289231.255953009,-198267384.9143035,-90795544.69172189,-4507.527668115908,-2602.1013786581047,-3675.529428961632,149957531.9458327,-8891879.001860632,-3854692.429957121
1997-09-19 04:12:30,-72085586.8175951,45,DSS-45,32245.235228612302,13853.214906516034,-24648.371302162337,-0.2383018275512222,-0.365558893670859,0.6333093283640275,-5287722.887204012,-198267288.6307135,-90795541.31721283,-4496.098995527279,-2621.8017292624263,-3675.527630376762,149957618.45108712,-8890249.352082318,-3853985.8139351094
1997-09-19 04:12:30,-72085586.8175951,45,DSS-45,32245.235228612302,13853.214906516034,-24648.371302162337,-0.2383018275512222,-0.365558893670859,0.6333093283640275,-5287722.887204012,-198267288.6307135,-90795541.31721283,-4496.098995527279,-2621.8017292624263,-3675.527630376762,149957618.45108712,-8890249.352082318,-3853985.8139351094
1997-09-19 04:13:30,-72085526.81759511,45,DSS-45,32230.905578025802,13831.267827366011,-24610.348640750646,-0.2393536013651864,-0.3660105013498042,0.6341128844469234,-5286214.518211674,-198267192.33799678,-90795537.93852423,-4484.584238274245,-2641.4518879422394,-3675.525810046291,149957704.93534374,-8888619.700988512,-3853279.197351546
1997-09-19 04:13:30,-72085526.81759511,45,DSS-45,32230.905578025802,13831.267827366011,-24610.348640750646,-0.2393536013651864,-0.3660105013498042,0.6341128844469234,-5286214.518211674,-198267192.33799678,-90795537.93852423,-4484.584238274245,-2641.4518879422394,-3675.525810046291,149957704.93534374,-8888619.700988512,-3853279.197351546
1997-09-19 04:14:30,-72085466.81759511,45,DSS-45,32216.51274722812,13809.293635558604,-24572.27773614735,-0.24040783637747337,-0.36646264907424064,0.6349174350704414,-5284706.148975304,-198267096.03615332,-90795534.55565608,-4472.983616777492,-2661.0514785453306,-3675.523968005067,149957791.39860263,-8886990.04857862,-3852572.580206174
1997-09-19 04:14:30,-72085466.81759511,45,DSS-45,32216.51274722812,13809.293635558604,-24572.27773614735,-0.24040783637747337,-0.36646264907424064,0.6349174350704414,-5284706.148975304,-198267096.03615332,-90795534.55565608,-4472.983616777492,-2661.0514785453306,-3675.523968005067,149957791.39860263,-8886990.04857862,-3852572.580206174
