ramp_datetime_utc,ramp_end_datetime_utc,time_tag_seconds,ramp_rate_hz_s,ramp_start_freq_hz,ramp_start_freq_ghz,ramp_start_ghz_int,ramp_station_id,source_file,lbl_file
1997-09-19 18:16:29,1997-09-19 18:46:29,1505844989.0,0.558496,7164837593.846208,7.164837593846207,7,15,7262262c.odf,7262262c.lbl
1997-09-19 18:46:29,1997-09-19 19:16:29,1505846789.0,0.505248,7164838599.139008,7.164838599139007,7,65,7262262c.odf,7262262c.lbl
1997-09-19 18:46:29,1997-09-19 19:16:29,1505846789.0,0.505248,7164838599.139008,7.164838599139007,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:13:06,1997-09-19 19:15:01,1505848386.0,0.0,7164825593.948672,7.164825593948672,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:15:01,1997-09-19 19:18:04,1505848501.0,0.40096000000000004,7164825593.948672,7.164825593948672,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:16:29,1997-09-19 19:46:29,1505848589.0,0.444288,7164839508.585408,7.164839508585408,7,65,7262262c.odf,7262262c.lbl
1997-09-19 19:16:29,1997-09-19 19:46:29,1505848589.0,0.444288,7164839508.585408,7.164839508585408,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:18:04,1997-09-19 19:44:15,1505848684.0,0.470144,7164825667.324352,7.164825667324353,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:44:15,1997-09-19 19:44:55,1505850255.0,250.4704,7164826405.920576,7.164826405920576,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:44:55,1997-09-19 19:45:00,1505850295.0,0.47008000000000005,7164836424.736576,7.164836424736576,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:45:00,1997-09-19 19:46:20,1505850300.0,-249.529856,7164836427.086976,7.164836427086976,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:46:20,1997-09-19 19:46:30,1505850380.0,0.470208,7164816464.698496,7.164816464698496,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:46:29,1997-09-19 19:57:30,1505850389.0,0.399168,7164840308.303808,7.164840308303808,7,15,7262262c.odf,7262262c.lbl
